housing_type,size_sqm,rooms,floor,furnished,roommate_friendly,pets_allowed,elevator,senior_friendly,students_only,balcony_terrace,parking,dishwasher,washing_machine,charging_station,dryer,energy_mark,area,availability_in,monthly_rent_log,monthly_aconto_log,move_in_price_log,deposit_log,prepaid_rent_log,total_monthly_rent_log
Lejlighed,103.0,2,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,København S,1-3 months,9.883335864325275,6.90875477931522,11.502885230075814,10.981914140544825,9.883335864325275,9.933094897288786
Værelse,20.0,1,2,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,D,Kongens Lyngby,3+ months,8.665785595466064,0.0,10.275085591132715,9.76428295481558,8.665785595466064,8.665785595466064
Lejlighed,248.0,4,4,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,none,København K,<1 month,10.860939421415225,7.601402334583733,12.47801017053037,11.959538914341756,10.860939421415225,10.898607948952096
Lejlighed,184.0,4,1,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,none,København K,<1 month,10.505094936455558,7.438971592395862,12.123782831670258,11.603688960617083,10.505094936455558,10.5506169722625
Lejlighed,91.0,3,3,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,none,København SV,3+ months,9.648014489106362,6.90875477931522,11.27022950505253,10.746583741107225,9.648014489106362,9.71057005652877
Lejlighed,49.0,2,4,Ja,Ja,Ja,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,D,Frederiksberg,<1 month,9.305741456739435,6.2166061010848646,10.419330568113901,9.305741456739435,9.305741456739435,9.350189267092581
Lejlighed,28.0,1,0,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ikke angivet,Ja,Ikke angivet,Ja,A20,København S,1-3 months,9.210440366976517,6.311734809152915,10.327152697288243,9.90353755128617,0.0,9.263975921142093
Lejlighed,88.0,3,0,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,A15,Albertslund,3+ months,9.386140711779872,5.802118375377063,11.001032605243815,10.48469707985521,9.386140711779872,9.413444467952665
Lejlighed,86.0,3,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,København S,3+ months,9.581972891547895,6.85751406254539,11.204373796213224,10.680539205318292,9.581972891547895,9.645429005150419
Lejlighed,88.0,3,2,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A20,København S,3+ months,9.525224101853109,6.621405651764134,11.145492864378536,10.623787731088578,9.525224101853109,9.57851889529833
Lejlighed,80.0,3,1,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A20,København S,3+ months,9.45727857185611,6.621405651764134,11.07830442345797,10.555838779903407,9.45727857185611,9.514215624322715
Lejlighed,96.0,3,1,Ja,Ja,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A20,København S,1-3 months,9.680406499268875,7.313886831633462,11.089820688682373,10.373522431293592,9.680406499268875,9.770013301136158
Lejlighed,66.0,2,2,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A20,København S,3+ months,9.332646496360152,6.478509642208569,10.953452166882645,10.431199791458543,9.332646496360152,9.388570235866881
Lejlighed,70.0,2,1,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A20,København S,3+ months,9.358846580275406,6.478509642208569,10.979359904234647,10.457401400981889,9.358846580275406,9.41336284529417
Lejlighed,71.0,2,2,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A20,København S,3+ months,9.350189267092581,6.478509642208569,10.970798354703502,10.448743588106625,9.350189267092581,9.405166749908611
Lejlighed,108.0,4,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A20,København S,3+ months,9.632400353656184,6.85751406254539,11.25416768929685,10.730968928388284,9.632400353656184,9.692828247710418
Lejlighed,96.0,4,0,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,A20,Hedehusene,1-3 months,9.417435838868785,6.90875477931522,11.042937835596494,10.515993929932415,9.417435838868785,9.495594499353297
Lejlighed,104.0,4,2,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A20,København S,3+ months,9.632400353656184,6.85751406254539,11.25416768929685,10.730968928388284,9.632400353656184,9.692828247710418
Lejlighed,94.0,4,2,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,A20,Hedehusene,<1 month,9.465060106725137,6.90875477931522,11.089820688682373,10.563620718477313,9.465060106725137,9.539716058977092
Lejlighed,124.0,4,1,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A20,København S,3+ months,9.83633227734872,6.85751406254539,11.4558364604861,10.934908916663861,9.83633227734872,9.885883506587767
Lejlighed,115.0,4,5,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,A15,København S,1-3 months,9.951753769945617,6.364750756851911,11.566665264222712,11.050334295439947,9.951753769945617,9.979012377622373
Lejlighed,111.0,4,5,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,none,Valby,1-3 months,9.809231816610408,7.0909098220799835,11.431726255472853,10.907807476583594,9.809231816610408,9.873079890114703
Lejlighed,91.0,3,1,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Glostrup,<1 month,9.45727857185611,6.68586094706836,11.079076314320059,10.555838779903407,9.45727857185611,9.517898598432753
Lejlighed,76.0,3,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,Brøndby,<1 month,9.368881400104733,6.903747257584598,10.995092010282178,10.467436794624392,9.368881400104733,9.450380370950123
Lejlighed,86.0,3,2,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Glostrup,<1 month,9.417435838868785,6.68586094706836,11.03973275601109,10.515993929932415,9.417435838868785,9.48044384215367
Værelse,13.0,1,5,Ja,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,C,København Ø,<1 month,8.987321812850125,6.90875477931522,10.34177474101152,9.546884034617925,8.987321812850125,9.105090961257085
Lejlighed,240.0,4,4,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,C,København K,<1 month,10.859018228147887,7.601402334583733,12.476103599529843,11.957617696467539,10.859018228147887,10.896757843893464
Lejlighed,45.0,2,0,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,C,Taastrup,<1 month,8.922791623969637,0.0,10.021315031649332,9.61587214452889,0.0,8.922791623969637
Lejlighed,109.0,4,7,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,København K,3+ months,9.857495968685136,7.1316985104669115,11.479895946755926,10.956073354557526,9.857495968685136,9.920885329712549
Lejlighed,60.0,2,3,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,A20,København S,3+ months,9.53249633228804,6.55250788703459,11.151969943847991,10.63106031411106,9.53249633228804,9.581972891547895
Lejlighed,111.0,4,9,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,A20,København S,1-3 months,9.833655042937448,6.966967138613983,11.45435311081116,10.932231586681333,9.833655042937448,9.888932134526929
Lejlighed,35.0,1,4,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,A20,København SV,1-3 months,9.03013657115323,6.311734809152915,10.652566005416872,10.128669025875903,9.03013657115323,9.093918908958932
Lejlighed,35.0,1,2,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,A20,København SV,<1 month,9.018089684104343,6.311734809152915,10.640675541671662,10.11662117122102,9.018089684104343,9.082620630373812
Lejlighed,102.0,3,7,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A10,København S,1-3 months,9.642187721358466,7.00850518208228,11.265822157460788,10.740756721857226,9.642187721358466,9.71147923015263
Lejlighed,86.0,3,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,A15,Hedehusene,3+ months,9.301186055275759,7.0909098220799835,10.932231586681333,10.39973746484973,9.301186055275759,9.405166749908611
Lejlighed,94.0,4,5,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A20,København SV,1-3 months,9.83633227734872,6.927557906278317,11.456566731300844,10.934908916663861,9.83633227734872,9.889388628156626
Lejlighed,46.0,1,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,København K,<1 month,9.314790473332646,6.621405651764134,10.937579097686422,10.413342705547674,9.314790473332646,9.380167531188448
Lejlighed,50.0,2,0,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,A20,København S,3+ months,9.34145634983372,6.311734809152915,10.960426790193678,10.440010162389305,9.34145634983372,9.388570235866881
Lejlighed,35.0,1,2,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,A20,København SV,<1 month,9.018089684104343,6.311734809152915,10.640675541671662,10.11662117122102,9.018089684104343,9.082620630373812
Lejlighed,56.0,2,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A10,København S,3+ months,9.417435838868785,6.311734809152915,11.035711906538346,10.515993929932415,9.417435838868785,9.461176908307142
Lejlighed,91.0,3,5,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ja,Ikke angivet,Ikke angivet,C,København S,<1 month,9.61587214452889,0.0,10.714439990727769,9.61587214452889,9.61587214452889,9.61587214452889
Lejlighed,72.0,2,1,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,A15,Kongens Lyngby,<1 month,9.563880407219427,7.397561535524052,11.195910698045948,10.662445881599808,9.563880407219427,9.672311829524654
Lejlighed,40.0,2,3,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,A15,Frederiksberg C,1-3 months,9.409273194575334,7.170888478512505,11.03005541721757,10.491301994830229,9.409273194575334,9.510519035757246
Lejlighed,92.0,4,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,A10,Valby,1-3 months,9.564582358673212,6.8001700683022,11.18647484379009,10.663147865904188,9.564582358673212,9.625623789021686
Lejlighed,68.0,2,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,A15,Kongens Lyngby,<1 month,9.551160286590816,7.349230824613334,11.182405478508347,10.649725161670181,9.551160286590816,9.65598726971718
Lejlighed,90.0,3,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,A15,Hedehusene,<1 month,9.409273194575334,6.621405651764134,10.810777902212983,10.50783084142058,0.6931471805599453,9.468928284223587
Lejlighed,76.0,3,2,Ja,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,none,Charlottenlund,1-3 months,9.510519035757246,7.409136443920128,10.926855325994174,10.609081944147828,0.0,9.625821815359835
Lejlighed,85.0,4,3,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,Brønshøj,1-3 months,9.546884034617925,6.90875477931522,11.502885230075814,10.645448706505872,10.645448706505872,9.61587214452889
Lejlighed,68.0,2,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,A15,Kongens Lyngby,<1 month,9.522300336887486,7.347299700743164,11.154133997059736,10.620863823642551,9.522300336887486,9.62983986904815
Lejlighed,94.0,3,3,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,A15,Hedehusene,<1 month,9.561067663645012,6.621405651764134,10.960444165935405,10.659633006160352,0.6931471805599453,9.612533466213927
Lejlighed,73.0,2,7,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,København K,1-3 months,9.588845298501564,6.68586094706836,11.209127560632263,10.687411927154141,9.588845298501564,9.642187721358466
Lejlighed,54.0,2,5,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,København S,1-3 months,9.45727857185611,6.311734809152915,11.07521088802156,10.555838779903407,9.45727857185611,9.499346567390095
Lejlighed,97.0,3,3,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,København N,1-3 months,9.433563920090563,7.1316985104669115,11.393589974879816,10.53212287826962,10.53212287826962,9.528866827722945
Lejlighed,58.0,2,0,Ja,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ikke angivet,Ja,Ikke angivet,Ja,none,Nordhavn,<1 month,9.525224101853109,6.398594934535208,10.922352923113982,10.623787731088578,0.0,9.568084743872936
Lejlighed,62.0,3,0,Ja,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,D,Brønshøj,<1 month,9.581972891547895,6.398594934535208,11.199597325534862,10.680539205318292,9.581972891547895,9.62251624577579
Lejlighed,85.0,3,0,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,D,Charlottenlund,1-3 months,9.680406499268875,7.313886831633462,11.089820688682373,10.373522431293592,9.680406499268875,9.770013301136158
Værelse,18.0,1,2,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ja,Ja,Ja,none,København Ø,1-3 months,8.556606193773073,0.0,9.32375833901174,8.699681400989514,0.0,8.556606193773073
Lejlighed,102.0,3,1,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,A10,Vanløse,3+ months,9.546884034617925,6.954638864880987,11.503359860100527,10.645448706505872,10.645448706505872,9.619000370980867
Lejlighed,62.0,2,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,Taastrup,<1 month,9.210440366976517,6.398594934535208,10.831726617926124,10.308985993422082,9.210440366976517,9.268703615273097
Lejlighed,68.0,3,4,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,København S,<1 month,9.259225769705994,6.2166061010848646,10.87806606028079,9.952325334619427,9.952325334619427,9.305741456739435
Lejlighed,111.0,3,2,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ikke angivet,Nej,Nej,none,Hellerup,3+ months,10.106469212026385,7.208600337960199,11.726834509168317,11.205054290550551,10.106469212026385,10.160104563907877
Værelse,16.0,1,1,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Nej,Nej,none,Brønshøj,1-3 months,8.77971129020447,0.0,10.165890277802454,9.87822102528824,0.0,8.77971129020447
Værelse,15.0,1,3,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,C,København V,1-3 months,8.517393171418904,0.0,9.741027444837728,8.699681400989514,8.699681400989514,8.517393171418904
Lejlighed,65.0,2,1,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,C,Vanløse,<1 month,9.561067663645012,6.7464121285733745,11.1823498092948,10.659633006160352,9.561067663645012,9.619199713152362
Lejlighed,114.0,3,2,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,B,København Ø,1-3 months,9.975854724662028,0.0,10.668978650219241,9.975854724662028,0.0,9.975854724662028
Lejlighed,70.0,2,5,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,A15,Brøndby,1-3 months,9.260272740724393,6.68586094706836,10.884741715260935,10.358821607797427,9.260272740724393,9.333619388136354
Lejlighed,177.0,3,5,Ja,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,C,København K,<1 month,10.292179440058462,6.621405651764134,11.684784142914062,11.390769130367211,0.0,10.31728452076383
Lejlighed,84.0,3,1,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,C,Vallensbæk,<1 month,9.305741456739435,6.68586094706836,10.893047333337728,10.357774570341576,9.259225769705994,9.375939552625749
Lejlighed,79.0,2,3,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,C,Glostrup,1-3 months,9.259225769705994,6.55250788703459,10.881832472145556,10.357774570341576,9.259225769705994,9.32375833901174
Værelse,14.0,1,1,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,D,København NV,1-3 months,8.24301946898925,0.0,8.936035096566041,8.24301946898925,0.0,8.24301946898925
Lejlighed,10.0,1,2,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,D,Valby,1-3 months,8.612685172875459,0.0,9.711176264112805,9.305741456739435,0.0,8.612685172875459
Lejlighed,76.0,3,1,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,D,Frederiksberg,1-3 months,10.021315031649332,6.654152520183219,11.637582597569645,11.119897691565697,10.021315031649332,10.05517806577656
Lejlighed,135.0,4,0,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Nej,Ja,none,København S,<1 month,9.852246888342531,7.280008252884188,11.476790386346483,10.950824090522445,9.852246888342531,9.925787060030896
Lejlighed,65.0,2,0,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,none,København S,<1 month,9.57851889529833,6.68586094706836,11.198913106339084,10.677085049993375,9.57851889529833,9.632400353656184
Lejlighed,104.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,København S,1-3 months,9.6678285081515,7.00397413672268,11.291043617373028,10.766398604507042,9.6678285081515,9.735128070758227
Lejlighed,105.0,4,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,København S,3+ months,9.674137279312397,6.90875477931522,11.296024885689746,10.77270764101727,9.674137279312397,9.735128070758227
Lejlighed,136.0,5,5,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,København S,1-3 months,10.102379394048045,7.208600337960199,11.722789228937208,11.200964361058276,10.102379394048045,10.156228740289281
Lejlighed,113.0,3,1,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,none,København SV,3+ months,9.711176264112805,7.170888478512505,11.336200219573199,10.809748150372926,9.711176264112805,9.787009914477434
Lejlighed,80.0,2,0,Ja,Nej,Ja,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,C,København S,1-3 months,9.472781556562168,0.0,9.87822102528824,8.77971129020447,0.0,9.472781556562168
Lejlighed,110.0,3,2,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,none,København K,1-3 months,10.106469212026385,6.85751406254539,11.502380057093845,11.205054290550551,0.0,10.144510313937575
Lejlighed,72.0,2,6,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A20,Brøndby,1-3 months,9.332646496360152,6.621405651764134,10.955200388512845,10.431199791458543,9.332646496360152,9.396902923027392
Lejlighed,96.0,4,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,København S,1-3 months,9.648659816955295,6.90875477931522,11.27150337434748,10.747229096720554,9.651880224221337,9.711176264112805
Lejlighed,42.0,1,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,none,København S,1-3 months,9.15915233520675,6.2166061010848646,10.778977123006351,10.25769445336048,9.15915233520675,9.210440366976517
Lejlighed,139.0,5,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,C,København NV,1-3 months,9.8230906154641,7.342131730584722,11.78082820985439,10.92166677957473,10.92166677957473,9.903387547535795
Lejlighed,26.0,1,0,Ja,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Ikke angivet,Ja,Ikke angivet,Ja,none,Frederiksberg C,1-3 months,9.179984251961283,5.955837369464831,10.291670853409766,9.873079890114703,0.0,9.21890360263667
Lejlighed,107.0,3,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,C,Valby,1-3 months,9.712266512555141,6.68586094706836,11.665019746144086,10.810838442840808,10.810838442840808,9.759559443729044
Lejlighed,35.0,1,0,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Nej,Ikke angivet,Ja,Ikke angivet,Ja,none,Frederiksberg C,1-3 months,9.278092474027002,5.955837369464831,10.38856450627934,9.97119292889014,0.0,9.31343832997975
Lejlighed,86.0,3,2,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,none,Bagsværd,<1 month,9.55400099583723,7.280008252884188,11.183740610759584,10.652566005416872,9.55400099583723,9.651880224221337
Lejlighed,73.0,3,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,none,Ballerup,<1 month,9.453364978883542,5.707110264748875,11.0674349200055,10.551924982703788,9.453364978883542,9.476620038167528
Lejlighed,98.0,4,1,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Valby,3+ months,14.218473204191607,7.00397413672268,15.842506957924524,15.317085047301575,14.218473204191607,14.219208104856095
Lejlighed,94.0,4,2,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Valby,3+ months,9.613402595468036,7.00397413672268,11.237382744856811,10.711970331775978,9.613402595468036,9.684336022491456
Lejlighed,77.0,3,2,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Valby,3+ months,9.51125944745996,7.00397413672268,11.136790977732414,10.609822392399646,9.51125944745996,9.589529948672084
Lejlighed,94.0,4,1,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Valby,3+ months,14.218473204191607,7.00397413672268,15.842506957924524,15.317085047301575,14.218473204191607,14.219208104856095
Lejlighed,77.0,3,1,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Valby,3+ months,9.51125944745996,7.00397413672268,11.136790977732414,10.609822392399646,9.51125944745996,9.589529948672084
Lejlighed,94.0,4,0,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Valby,3+ months,14.218473204191607,7.00397413672268,15.842506957924524,15.317085047301575,14.218473204191607,14.219208104856095
Lejlighed,77.0,3,0,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Valby,3+ months,9.51125944745996,6.803505257608338,11.13387343981368,10.609822392399646,9.51125944745996,9.575747082838362
Lejlighed,94.0,4,1,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Valby,3+ months,14.218473204191607,7.00397413672268,15.842506957924524,15.317085047301575,14.218473204191607,14.219208104856095
Lejlighed,95.0,4,2,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Valby,3+ months,9.613402595468036,7.00397413672268,11.237382744856811,10.711970331775978,9.613402595468036,9.684336022491456
Lejlighed,98.0,4,1,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Valby,3+ months,14.218473204191607,7.00397413672268,15.842506957924524,15.317085047301575,14.218473204191607,14.219208104856095
Lejlighed,77.0,3,1,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Valby,3+ months,9.51125944745996,6.803505257608338,11.13387343981368,10.609822392399646,9.51125944745996,9.575747082838362
Lejlighed,77.0,3,0,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Valby,3+ months,9.51125944745996,6.803505257608338,11.13387343981368,10.609822392399646,9.51125944745996,9.575747082838362
Lejlighed,98.0,4,0,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Valby,3+ months,14.218473204191607,7.00397413672268,15.842506957924524,15.317085047301575,14.218473204191607,14.219208104856095
Lejlighed,56.0,2,10,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,none,Valby,1-3 months,9.305741456739435,6.566672429803241,10.927932892952485,10.404293143019792,9.305741456739435,9.368283850042138
Lejlighed,119.0,3,2,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,none,København K,1-3 months,10.038935856711177,7.1316985104669115,11.659196611220016,11.13751903414526,10.038935856711177,10.092081066090932
Værelse,18.0,1,2,Ja,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,C,København Ø,<1 month,8.839421607620602,0.0,10.448743588106625,9.937937287265354,8.839421607620602,8.839421607620602
Lejlighed,58.0,1,3,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A15,København S,1-3 months,9.34145634983372,6.478509642208569,10.962162871600537,10.440010162389305,9.34145634983372,9.396902923027392
Lejlighed,41.0,1,4,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,C,København S,1-3 months,9.105090961257085,6.90875477931522,10.518700218288165,9.105090961257085,9.798182590890704,9.210440366976517
Lejlighed,95.0,4,4,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ja,Ikke angivet,Ja,C,København N,<1 month,9.680406499268875,6.90875477931522,11.082157933374816,10.778977123006351,0.0,9.741027444837728
